key,opp_abbr,wy,p_id,isHome,careerStarts,careerGamesPlayedIn,isRookie,age,pastSeasonStarts,pastSeasonGamesPlayedIn,pastSeasonPasserRating,pastSeason4thComebacks,pastSeasonGameWinningDrives,pastSeasonAwards
SFO-199810040buf,BUF,5 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
CHI-199810040chi,DET,5 | 1998,KramEr00,1,55,69,0,34,13,15,74.0,1,1,0
DET-199810040chi,CHI,5 | 1998,BatcCh00,0,0,0,1,24,0,0,0.0,0,0,0
CLT-199810040clt,SDG,5 | 1998,MannPe00,1,0,0,1,22,0,0,0.0,0,0,0
SDG-199810040clt,CLT,5 | 1998,LeafRy00,0,0,0,1,22,0,0,0.0,0,0,0
NOR-199810040nor,NWE,5 | 1998,WuerDa00,1,2,7,0,24,2,7,42.3,0,0,0
NWE-199810040nor,NOR,5 | 1998,BledDr00,0,75,76,0,26,16,16,87.7,0,1,1
NYJ-199810040nyj,MIA,5 | 1998,TestVi00,1,132,142,0,35,13,13,75.9,1,1,0
MIA-199810040nyj,NYJ,5 | 1998,MariDa00,0,213,215,0,37,16,16,80.7,1,3,0
WAS-199810040was,DAL,5 | 1998,GreeTr00,1,0,1,0,28,0,1,39.6,0,0,0
DAL-199810040was,WAS,5 | 1998,GarrJa00,0,2,10,0,32,0,1,78.3,0,0,0
CRD-199810040crd,RAI,5 | 1998,PlumJa00,1,9,10,0,24,9,10,73.1,2,2,0
RAI-199810040crd,CRD,5 | 1998,HollDo00,0,2,20,0,31,0,0,0.0,0,0,0
DEN-199810040den,PHI,5 | 1998,BrisBu00,1,71,88,0,36,0,1,79.9,0,0,0
PHI-199810040den,DEN,5 | 1998,HoyiBo00,0,6,8,0,26,6,7,83.8,2,1,0
TAM-199810040tam,NYG,5 | 1998,DilfTr00,1,50,53,0,26,16,16,82.8,3,3,1
NYG-199810040tam,TAM,5 | 1998,KaneDa00,0,10,20,0,25,10,16,70.7,1,3,0
KAN-199810040kan,SEA,5 | 1998,GannRi00,1,48,71,0,33,6,9,79.8,1,1,0
SEA-199810040kan,KAN,5 | 1998,FrieJo00,0,37,61,0,31,1,2,18.1,0,0,0
GNB-199810050gnb,MIN,5 | 1998,FavrBr00,1,93,97,0,29,16,16,92.6,0,0,2
MIN-199810050gnb,GNB,5 | 1998,CunnRa00,0,110,128,0,35,3,6,71.3,0,0,0
CIN-199810110cin,PIT,6 | 1998,ODonNe00,1,81,87,0,32,14,15,80.3,0,0,0
PIT-199810110cin,CIN,6 | 1998,StewKo00,0,20,42,0,26,16,16,75.2,4,5,0
CLT-199810110clt,BUF,6 | 1998,MannPe00,1,0,0,1,22,0,0,0.0,0,0,0
BUF-199810110clt,CLT,6 | 1998,FlutDo00,0,14,22,0,36,0,0,0.0,0,0,0
DAL-199810110dal,CAR,6 | 1998,GarrJa00,1,2,10,0,32,0,1,78.3,0,0,0
CAR-199810110dal,DAL,6 | 1998,BeueSt00,0,53,91,0,33,3,7,83.6,1,1,0
NOR-199810110nor,SFO,6 | 1998,WuerDa00,1,2,7,0,24,2,7,42.3,0,0,0
SFO-199810110nor,NOR,6 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
NWE-199810110nwe,KAN,6 | 1998,BledDr00,1,75,76,0,26,16,16,87.7,0,1,1
KAN-199810110nwe,NWE,6 | 1998,GrbaEl00,0,19,52,0,28,10,10,79.1,2,3,0
PHI-199810110phi,WAS,6 | 1998,PeetRo00,1,68,79,0,32,3,5,78.0,2,2,0
WAS-199810110phi,PHI,6 | 1998,GreeTr00,0,0,1,0,28,0,1,39.6,0,0,0
RAV-199810110rav,OTI,6 | 1998,ZeieEr00,1,7,13,0,26,3,5,101.1,0,1,0
OTI-199810110rav,RAV,6 | 1998,McNaSt00,0,22,29,0,25,16,16,70.4,1,1,0
CRD-199810110crd,CHI,6 | 1998,PlumJa00,1,9,10,0,24,9,10,73.1,2,2,0
CHI-199810110crd,CRD,6 | 1998,KramEr00,0,55,69,0,34,13,15,74.0,1,1,0
RAI-199810110rai,SDG,6 | 1998,HollDo00,1,2,20,0,31,0,0,0.0,0,0,0
SDG-199810110rai,RAI,6 | 1998,LeafRy00,0,0,0,1,22,0,0,0.0,0,0,0
RAM-199810110ram,NYJ,6 | 1998,BankTo00,1,29,30,0,25,16,16,71.5,1,2,0
NYJ-199810110ram,RAM,6 | 1998,TestVi00,0,132,142,0,35,13,13,75.9,1,1,0
SEA-199810110sea,DEN,6 | 1998,MoonWa00,1,192,195,0,42,14,15,83.7,3,4,1
DEN-199810110sea,SEA,6 | 1998,ElwaJo00,0,219,221,0,38,16,16,87.5,0,2,1
NYG-199810110nyg,ATL,6 | 1998,KaneDa00,1,10,20,0,25,10,16,70.7,1,3,0
ATL-199810110nyg,NYG,6 | 1998,ChanCh00,0,84,104,0,33,14,14,95.1,1,3,1
JAX-199810120jax,MIA,6 | 1998,BrunMa00,1,40,45,0,28,14,14,91.2,1,1,1
MIA-199810120jax,JAX,6 | 1998,MariDa00,0,213,215,0,37,16,16,80.7,1,3,0
DET-199810150det,GNB,7 | 1998,BatcCh00,1,0,0,1,24,0,0,0.0,0,0,0
GNB-199810150det,DET,7 | 1998,FavrBr00,0,93,97,0,29,16,16,92.6,0,0,2
ATL-199810180atl,NOR,7 | 1998,ChanCh00,1,84,104,0,33,14,14,95.1,1,3,1
NOR-199810180atl,ATL,7 | 1998,TollBi00,0,36,62,0,32,1,9,83.2,0,0,0
BUF-199810180buf,JAX,7 | 1998,FlutDo00,1,14,22,0,36,0,0,0.0,0,0,0
JAX-199810180buf,BUF,7 | 1998,BrunMa00,0,40,45,0,28,14,14,91.2,1,1,1
MIN-199810180min,WAS,7 | 1998,CunnRa00,1,110,128,0,35,3,6,71.3,0,0,0
WAS-199810180min,MIN,7 | 1998,FrerGu00,0,44,49,0,27,13,13,73.8,0,2,0
NYG-199810180nyg,CRD,7 | 1998,KaneDa00,1,10,20,0,25,10,16,70.7,1,3,0
CRD-199810180nyg,NYG,7 | 1998,PlumJa00,0,9,10,0,24,9,10,73.1,2,2,0
OTI-199810180oti,CIN,7 | 1998,McNaSt00,1,22,29,0,25,16,16,70.4,1,1,0
CIN-199810180oti,OTI,7 | 1998,ODonNe00,0,81,87,0,32,14,15,80.3,0,0,0
PIT-199810180pit,RAV,7 | 1998,StewKo00,1,20,42,0,26,16,16,75.2,4,5,0
RAV-199810180pit,PIT,7 | 1998,ZeieEr00,0,7,13,0,26,3,5,101.1,0,1,0
TAM-199810180tam,CAR,7 | 1998,DilfTr00,1,50,53,0,26,16,16,82.8,3,3,1
CAR-199810180tam,TAM,7 | 1998,BeueSt00,0,53,91,0,33,3,7,83.6,1,1,0
SFO-199810180sfo,CLT,7 | 1998,YounSt00,1,125,151,0,37,15,15,104.7,1,1,1
CLT-199810180sfo,SFO,7 | 1998,MannPe00,0,0,0,1,22,0,0,0.0,0,0,0
CHI-199810180chi,DAL,7 | 1998,KramEr00,1,55,69,0,34,13,15,74.0,1,1,0
DAL-199810180chi,CHI,7 | 1998,GarrJa00,0,2,10,0,32,0,1,78.3,0,0,0
MIA-199810180mia,RAM,7 | 1998,MariDa00,1,213,215,0,37,16,16,80.7,1,3,0
RAM-199810180mia,MIA,7 | 1998,BankTo00,0,29,30,0,25,16,16,71.5,1,2,0
SDG-199810180sdg,PHI,7 | 1998,LeafRy00,1,0,0,1,22,0,0,0.0,0,0,0
PHI-199810180sdg,SDG,7 | 1998,PeetRo00,0,68,79,0,32,3,5,78.0,2,2,0
NWE-199810190nwe,NYJ,7 | 1998,BledDr00,1,75,76,0,26,16,16,87.7,0,1,1
NYJ-199810190nwe,NWE,7 | 1998,TestVi00,0,132,142,0,35,13,13,75.9,1,1,0
DET-199810250det,MIN,8 | 1998,BatcCh00,1,0,0,1,24,0,0,0.0,0,0,0
MIN-199810250det,DET,8 | 1998,CunnRa00,0,110,128,0,35,3,6,71.3,0,0,0
GNB-199810250gnb,RAV,8 | 1998,FavrBr00,1,93,97,0,29,16,16,92.6,0,0,2
RAV-199810250gnb,GNB,8 | 1998,HarbJi00,0,111,142,0,35,11,12,86.2,0,0,0
MIA-199810250mia,NWE,8 | 1998,MariDa00,1,213,215,0,37,16,16,80.7,1,3,0
NWE-199810250mia,MIA,8 | 1998,BledDr00,0,75,76,0,26,16,16,87.7,0,1,1
NOR-199810250nor,TAM,8 | 1998,TollBi00,1,36,62,0,32,1,9,83.2,0,0,0
TAM-199810250nor,NOR,8 | 1998,DilfTr00,0,50,53,0,26,16,16,82.8,3,3,1
NYJ-199810250nyj,ATL,8 | 1998,TestVi00,1,132,142,0,35,13,13,75.9,1,1,0
ATL-199810250nyj,NYJ,8 | 1998,DebeSt00,0,139,198,0,44,0,0,0.0,0,0,0
RAM-199810250ram,SFO,8 | 1998,BankTo00,1,29,30,0,25,16,16,71.5,1,2,0
SFO-199810250ram,RAM,8 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
OTI-199810250oti,CHI,8 | 1998,McNaSt00,1,22,29,0,25,16,16,70.4,1,1,0
CHI-199810250oti,OTI,8 | 1998,KramEr00,0,55,69,0,34,13,15,74.0,1,1,0
DEN-199810250den,JAX,8 | 1998,ElwaJo00,1,219,221,0,38,16,16,87.5,0,2,1
JAX-199810250den,DEN,8 | 1998,BrunMa00,0,40,45,0,28,14,14,91.2,1,1,1
RAI-199810250rai,CIN,8 | 1998,HollDo00,1,2,20,0,31,0,0,0.0,0,0,0
CIN-199810250rai,RAI,8 | 1998,ODonNe00,0,81,87,0,32,14,15,80.3,0,0,0
SDG-199810250sdg,SEA,8 | 1998,LeafRy00,1,0,0,1,22,0,0,0.0,0,0,0
SEA-199810250sdg,SDG,8 | 1998,FrieJo00,0,37,61,0,31,1,2,18.1,0,0,0
CAR-199810250car,BUF,8 | 1998,BeueSt00,1,53,91,0,33,3,7,83.6,1,1,0
BUF-199810250car,CAR,8 | 1998,FlutDo00,0,14,22,0,36,0,0,0.0,0,0,0
KAN-199810260kan,PIT,8 | 1998,GrbaEl00,1,19,52,0,28,10,10,79.1,2,3,0
PIT-199810260kan,KAN,8 | 1998,StewKo00,0,20,42,0,26,16,16,75.2,4,5,0
ATL-199811010atl,RAM,9 | 1998,ChanCh00,1,84,104,0,33,14,14,95.1,1,3,1
RAM-199811010atl,ATL,9 | 1998,BankTo00,0,29,30,0,25,16,16,71.5,1,2,0
BUF-199811010buf,MIA,9 | 1998,FlutDo00,1,14,22,0,36,0,0,0.0,0,0,0
MIA-199811010buf,BUF,9 | 1998,MariDa00,0,213,215,0,37,16,16,80.7,1,3,0
CAR-199811010car,NOR,9 | 1998,BeueSt00,1,53,91,0,33,3,7,83.6,1,1,0
NOR-199811010car,CAR,9 | 1998,TollBi00,0,36,62,0,32,1,9,83.2,0,0,0
CIN-199811010cin,DEN,9 | 1998,ODonNe00,1,81,87,0,32,14,15,80.3,0,0,0
DEN-199811010cin,CIN,9 | 1998,ElwaJo00,0,219,221,0,38,16,16,87.5,0,2,1
CLT-199811010clt,NWE,9 | 1998,MannPe00,1,0,0,1,22,0,0,0.0,0,0,0
NWE-199811010clt,CLT,9 | 1998,BledDr00,0,75,76,0,26,16,16,87.7,0,1,1
DET-199811010det,CRD,9 | 1998,BatcCh00,1,0,0,1,24,0,0,0.0,0,0,0
CRD-199811010det,DET,9 | 1998,PlumJa00,0,9,10,0,24,9,10,73.1,2,2,0
PIT-199811010pit,OTI,9 | 1998,StewKo00,1,20,42,0,26,16,16,75.2,4,5,0
OTI-199811010pit,PIT,9 | 1998,McNaSt00,0,22,29,0,25,16,16,70.4,1,1,0
RAV-199811010rav,JAX,9 | 1998,HarbJi00,1,111,142,0,35,11,12,86.2,0,0,0
JAX-199811010rav,RAV,9 | 1998,BrunMa00,0,40,45,0,28,14,14,91.2,1,1,1
TAM-199811010tam,MIN,9 | 1998,DilfTr00,1,50,53,0,26,16,16,82.8,3,3,1
MIN-199811010tam,TAM,9 | 1998,CunnRa00,0,110,128,0,35,3,6,71.3,0,0,0
WAS-199811010was,NYG,9 | 1998,GreeTr00,1,0,1,0,28,0,1,39.6,0,0,0
NYG-199811010was,WAS,9 | 1998,KaneDa00,0,10,20,0,25,10,16,70.7,1,3,0
KAN-199811010kan,NYJ,9 | 1998,GrbaEl00,1,19,52,0,28,10,10,79.1,2,3,0
NYJ-199811010kan,KAN,9 | 1998,TestVi00,0,132,142,0,35,13,13,75.9,1,1,0
GNB-199811010gnb,SFO,9 | 1998,FavrBr00,1,93,97,0,29,16,16,92.6,0,0,2
SFO-199811010gnb,GNB,9 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
SEA-199811010sea,RAI,9 | 1998,MoonWa00,1,192,195,0,42,14,15,83.7,3,4,1
RAI-199811010sea,SEA,9 | 1998,HollDo00,0,2,20,0,31,0,0,0.0,0,0,0
PHI-199811020phi,DAL,9 | 1998,HoyiBo00,1,6,8,0,26,6,7,83.8,2,1,0
DAL-199811020phi,PHI,9 | 1998,AikmTr00,0,129,129,0,32,16,16,78.0,3,3,0
CHI-199811080chi,RAM,10 | 1998,StenSt00,1,0,4,0,27,0,3,31.0,0,0,0
RAM-199811080chi,CHI,10 | 1998,BankTo00,0,29,30,0,25,16,16,71.5,1,2,0
DAL-199811080dal,NYG,10 | 1998,AikmTr00,1,129,129,0,32,16,16,78.0,3,3,0
NYG-199811080dal,DAL,10 | 1998,KaneDa00,0,10,20,0,25,10,16,70.7,1,3,0
JAX-199811080jax,CIN,10 | 1998,BrunMa00,1,40,45,0,28,14,14,91.2,1,1,1
CIN-199811080jax,JAX,10 | 1998,ODonNe00,0,81,87,0,32,14,15,80.3,0,0,0
MIA-199811080mia,CLT,10 | 1998,MariDa00,1,213,215,0,37,16,16,80.7,1,3,0
CLT-199811080mia,MIA,10 | 1998,MannPe00,0,0,0,1,22,0,0,0.0,0,0,0
MIN-199811080min,NOR,10 | 1998,JohnBr00,1,21,34,0,30,13,13,84.5,3,4,0
NOR-199811080min,MIN,10 | 1998,TollBi00,0,36,62,0,32,1,9,83.2,0,0,0
NWE-199811080nwe,ATL,10 | 1998,BledDr00,1,75,76,0,26,16,16,87.7,0,1,1
ATL-199811080nwe,NWE,10 | 1998,ChanCh00,0,84,104,0,33,14,14,95.1,1,3,1
PHI-199811080phi,DET,10 | 1998,HoyiBo00,1,6,8,0,26,6,7,83.8,2,1,0
DET-199811080phi,PHI,10 | 1998,BatcCh00,0,0,0,1,24,0,0,0.0,0,0,0
RAV-199811080rav,RAI,10 | 1998,HarbJi00,1,111,142,0,35,11,12,86.2,0,0,0
RAI-199811080rav,RAV,10 | 1998,HollDo00,0,2,20,0,31,0,0,0.0,0,0,0
CRD-199811080crd,WAS,10 | 1998,PlumJa00,1,9,10,0,24,9,10,73.1,2,2,0
WAS-199811080crd,CRD,10 | 1998,GreeTr00,0,0,1,0,28,0,1,39.6,0,0,0
SFO-199811080sfo,CAR,10 | 1998,DetmTy00,1,18,28,0,31,7,8,73.9,1,1,0
CAR-199811080sfo,SFO,10 | 1998,BeueSt00,0,53,91,0,33,3,7,83.6,1,1,0
DEN-199811080den,SDG,10 | 1998,BrisBu00,1,71,88,0,36,0,1,79.9,0,0,0
SDG-199811080den,DEN,10 | 1998,WhelCr00,0,7,9,0,27,7,9,58.3,0,0,0
NYJ-199811080nyj,BUF,10 | 1998,TestVi00,1,132,142,0,35,13,13,75.9,1,1,0
BUF-199811080nyj,NYJ,10 | 1998,FlutDo00,0,14,22,0,36,0,0,0.0,0,0,0
SEA-199811080sea,KAN,10 | 1998,MoonWa00,1,192,195,0,42,14,15,83.7,3,4,1
KAN-199811080sea,SEA,10 | 1998,GannRi00,0,48,71,0,33,6,9,79.8,1,1,0
TAM-199811080tam,OTI,10 | 1998,DilfTr00,1,50,53,0,26,16,16,82.8,3,3,1
OTI-199811080tam,TAM,10 | 1998,McNaSt00,0,22,29,0,25,16,16,70.4,1,1,0
PIT-199811090pit,GNB,10 | 1998,StewKo00,1,20,42,0,26,16,16,75.2,4,5,0
GNB-199811090pit,PIT,10 | 1998,FavrBr00,0,93,97,0,29,16,16,92.6,0,0,2
ATL-199811150atl,SFO,11 | 1998,ChanCh00,1,84,104,0,33,14,14,95.1,1,3,1
SFO-199811150atl,ATL,11 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
BUF-199811150buf,NWE,11 | 1998,FlutDo00,1,14,22,0,36,0,0,0.0,0,0,0
NWE-199811150buf,BUF,11 | 1998,BledDr00,0,75,76,0,26,16,16,87.7,0,1,1
CAR-199811150car,MIA,11 | 1998,BeueSt00,1,53,91,0,33,3,7,83.6,1,1,0
MIA-199811150car,CAR,11 | 1998,MariDa00,0,213,215,0,37,16,16,80.7,1,3,0
CLT-199811150clt,NYJ,11 | 1998,MannPe00,1,0,0,1,22,0,0,0.0,0,0,0
NYJ-199811150clt,CLT,11 | 1998,TestVi00,0,132,142,0,35,13,13,75.9,1,1,0
MIN-199811150min,CIN,11 | 1998,CunnRa00,1,110,128,0,35,3,6,71.3,0,0,0
CIN-199811150min,MIN,11 | 1998,ODonNe00,0,81,87,0,32,14,15,80.3,0,0,0
NOR-199811150nor,RAM,11 | 1998,CollKe00,1,38,41,0,26,13,13,55.7,0,0,0
RAM-199811150nor,NOR,11 | 1998,BankTo00,0,29,30,0,25,16,16,71.5,1,2,0
OTI-199811150oti,PIT,11 | 1998,McNaSt00,1,22,29,0,25,16,16,70.4,1,1,0
PIT-199811150oti,OTI,11 | 1998,StewKo00,0,20,42,0,26,16,16,75.2,4,5,0
WAS-199811150was,PHI,11 | 1998,GreeTr00,1,0,1,0,28,0,1,39.6,0,0,0
PHI-199811150was,WAS,11 | 1998,HoyiBo00,0,6,8,0,26,6,7,83.8,2,1,0
RAI-199811150rai,SEA,11 | 1998,HollDo00,1,2,20,0,31,0,0,0.0,0,0,0
SEA-199811150rai,RAI,11 | 1998,MoonWa00,0,192,195,0,42,14,15,83.7,3,4,1
SDG-199811150sdg,RAV,11 | 1998,WhelCr00,1,7,9,0,27,7,9,58.3,0,0,0
RAV-199811150sdg,SDG,11 | 1998,HarbJi00,0,111,142,0,35,11,12,86.2,0,0,0
CRD-199811150crd,DAL,11 | 1998,PlumJa00,1,9,10,0,24,9,10,73.1,2,2,0
DAL-199811150crd,CRD,11 | 1998,AikmTr00,0,129,129,0,32,16,16,78.0,3,3,0
JAX-199811150jax,TAM,11 | 1998,BrunMa00,1,40,45,0,28,14,14,91.2,1,1,1
TAM-199811150jax,JAX,11 | 1998,DilfTr00,0,50,53,0,26,16,16,82.8,3,3,1
NYG-199811150nyg,GNB,11 | 1998,KaneDa00,1,10,20,0,25,10,16,70.7,1,3,0
GNB-199811150nyg,NYG,11 | 1998,FavrBr00,0,93,97,0,29,16,16,92.6,0,0,2
DET-199811150det,CHI,11 | 1998,BatcCh00,1,0,0,1,24,0,0,0.0,0,0,0
CHI-199811150det,DET,11 | 1998,StenSt00,0,0,4,0,27,0,3,31.0,0,0,0
KAN-199811160kan,DEN,11 | 1998,GannRi00,1,48,71,0,33,6,9,79.8,1,1,0
DEN-199811160kan,KAN,11 | 1998,BrisBu00,0,71,88,0,36,0,1,79.9,0,0,0
ATL-199811220atl,CHI,12 | 1998,ChanCh00,1,84,104,0,33,14,14,95.1,1,3,1
CHI-199811220atl,ATL,12 | 1998,StenSt00,0,0,4,0,27,0,3,31.0,0,0,0
BUF-199811220buf,CLT,12 | 1998,FlutDo00,1,14,22,0,36,0,0,0.0,0,0,0
CLT-199811220buf,BUF,12 | 1998,MannPe00,0,0,0,1,22,0,0,0.0,0,0,0
DAL-199811220dal,SEA,12 | 1998,AikmTr00,1,129,129,0,32,16,16,78.0,3,3,0
SEA-199811220dal,DAL,12 | 1998,MoonWa00,0,192,195,0,42,14,15,83.7,3,4,1
MIN-199811220min,GNB,12 | 1998,CunnRa00,1,110,128,0,35,3,6,71.3,0,0,0
GNB-199811220min,MIN,12 | 1998,FavrBr00,0,93,97,0,29,16,16,92.6,0,0,2
NYG-199811220nyg,PHI,12 | 1998,GrahKe00,1,18,46,0,30,6,8,65.9,2,2,0
PHI-199811220nyg,NYG,12 | 1998,HoyiBo00,0,6,8,0,26,6,7,83.8,2,1,0
PIT-199811220pit,JAX,12 | 1998,StewKo00,1,20,42,0,26,16,16,75.2,4,5,0
JAX-199811220pit,PIT,12 | 1998,BrunMa00,0,40,45,0,28,14,14,91.2,1,1,1
TAM-199811220tam,DET,12 | 1998,DilfTr00,1,50,53,0,26,16,16,82.8,3,3,1
DET-199811220tam,TAM,12 | 1998,BatcCh00,0,0,0,1,24,0,0,0.0,0,0,0
WAS-199811220was,CRD,12 | 1998,GreeTr00,1,0,1,0,28,0,1,39.6,0,0,0
CRD-199811220was,WAS,12 | 1998,PlumJa00,0,9,10,0,24,9,10,73.1,2,2,0
RAM-199811220ram,CAR,12 | 1998,BonoSt00,1,40,80,0,36,0,2,56.2,0,0,0
CAR-199811220ram,RAM,12 | 1998,BeueSt00,0,53,91,0,33,3,7,83.6,1,1,0
CIN-199811220cin,RAV,12 | 1998,JustPa00,1,7,19,0,30,4,8,79.6,1,1,0
RAV-199811220cin,CIN,12 | 1998,HarbJi00,0,111,142,0,35,11,12,86.2,0,0,0
DEN-199811220den,RAI,12 | 1998,ElwaJo00,1,219,221,0,38,16,16,87.5,0,2,1
RAI-199811220den,DEN,12 | 1998,HollDo00,0,2,20,0,31,0,0,0.0,0,0,0
OTI-199811220oti,NYJ,12 | 1998,McNaSt00,1,22,29,0,25,16,16,70.4,1,1,0
NYJ-199811220oti,OTI,12 | 1998,TestVi00,0,132,142,0,35,13,13,75.9,1,1,0
SDG-199811220sdg,KAN,12 | 1998,WhelCr00,1,7,9,0,27,7,9,58.3,0,0,0
KAN-199811220sdg,SDG,12 | 1998,GannRi00,0,48,71,0,33,6,9,79.8,1,1,0
SFO-199811220sfo,NOR,12 | 1998,YounSt00,1,125,151,0,37,15,15,104.7,1,1,1
NOR-199811220sfo,SFO,12 | 1998,CollKe00,0,38,41,0,26,13,13,55.7,0,0,0
NWE-199811230nwe,MIA,12 | 1998,BledDr00,1,75,76,0,26,16,16,87.7,0,1,1
MIA-199811230nwe,NWE,12 | 1998,MariDa00,0,213,215,0,37,16,16,80.7,1,3,0
DET-199811260det,PIT,13 | 1998,BatcCh00,1,0,0,1,24,0,0,0.0,0,0,0
PIT-199811260det,DET,13 | 1998,StewKo00,0,20,42,0,26,16,16,75.2,4,5,0
DAL-199811260dal,MIN,13 | 1998,AikmTr00,1,129,129,0,32,16,16,78.0,3,3,0
MIN-199811260dal,DAL,13 | 1998,CunnRa00,0,110,128,0,35,3,6,71.3,0,0,0
CHI-199811290chi,TAM,13 | 1998,MoreMo00,1,0,0,1,23,0,0,0.0,0,0,0
TAM-199811290chi,CHI,13 | 1998,DilfTr00,0,50,53,0,26,16,16,82.8,3,3,1
CIN-199811290cin,JAX,13 | 1998,ODonNe00,1,81,87,0,32,14,15,80.3,0,0,0
JAX-199811290cin,CIN,13 | 1998,BrunMa00,0,40,45,0,28,14,14,91.2,1,1,1
KAN-199811290kan,CRD,13 | 1998,GannRi00,1,48,71,0,33,6,9,79.8,1,1,0
CRD-199811290kan,KAN,13 | 1998,PlumJa00,0,9,10,0,24,9,10,73.1,2,2,0
NYJ-199811290nyj,CAR,13 | 1998,TestVi00,1,132,142,0,35,13,13,75.9,1,1,0
CAR-199811290nyj,NYJ,13 | 1998,BeueSt00,0,53,91,0,33,3,7,83.6,1,1,0
RAM-199811290ram,ATL,13 | 1998,BankTo00,1,29,30,0,25,16,16,71.5,1,2,0
ATL-199811290ram,RAM,13 | 1998,GrazTo00,0,1,3,0,25,1,3,3.7,0,0,0
RAV-199811290rav,CLT,13 | 1998,HarbJi00,1,111,142,0,35,11,12,86.2,0,0,0
CLT-199811290rav,RAV,13 | 1998,MannPe00,0,0,0,1,22,0,0,0.0,0,0,0
NWE-199811290nwe,BUF,13 | 1998,BledDr00,1,75,76,0,26,16,16,87.7,0,1,1
BUF-199811290nwe,NWE,13 | 1998,FlutDo00,0,14,22,0,36,0,0,0.0,0,0,0
SEA-199811290sea,OTI,13 | 1998,KitnJo00,1,1,3,0,26,1,3,82.7,1,1,0
OTI-199811290sea,SEA,13 | 1998,McNaSt00,0,22,29,0,25,16,16,70.4,1,1,0
GNB-199811290gnb,PHI,13 | 1998,FavrBr00,1,93,97,0,29,16,16,92.6,0,0,2
PHI-199811290gnb,GNB,13 | 1998,DetmKo00,0,0,0,1,25,0,0,0.0,0,0,0
MIA-199811290mia,NOR,13 | 1998,MariDa00,1,213,215,0,37,16,16,80.7,1,3,0
NOR-199811290mia,MIA,13 | 1998,CollKe00,0,38,41,0,26,13,13,55.7,0,0,0
RAI-199811290rai,WAS,13 | 1998,HollDo00,1,2,20,0,31,0,0,0.0,0,0,0
WAS-199811290rai,RAI,13 | 1998,GreeTr00,0,0,1,0,28,0,1,39.6,0,0,0
SDG-199811290sdg,DEN,13 | 1998,WhelCr00,1,7,9,0,27,7,9,58.3,0,0,0
DEN-199811290sdg,SDG,13 | 1998,ElwaJo00,0,219,221,0,38,16,16,87.5,0,2,1
SFO-199811300sfo,NYG,13 | 1998,YounSt00,1,125,151,0,37,15,15,104.7,1,1,1
NYG-199811300sfo,SFO,13 | 1998,GrahKe00,0,18,46,0,30,6,8,65.9,2,2,0
PHI-199812030phi,RAM,14 | 1998,DetmKo00,1,0,0,1,25,0,0,0.0,0,0,0
RAM-199812030phi,PHI,14 | 1998,BankTo00,0,29,30,0,25,16,16,71.5,1,2,0
ATL-199812060atl,CLT,14 | 1998,ChanCh00,1,84,104,0,33,14,14,95.1,1,3,1
CLT-199812060atl,ATL,14 | 1998,MannPe00,0,0,0,1,22,0,0,0.0,0,0,0
CAR-199812060car,SFO,14 | 1998,BeueSt00,1,53,91,0,33,3,7,83.6,1,1,0
SFO-199812060car,CAR,14 | 1998,YounSt00,0,125,151,0,37,15,15,104.7,1,1,1
CIN-199812060cin,BUF,14 | 1998,ODonNe00,1,81,87,0,32,14,15,80.3,0,0,0
BUF-199812060cin,CIN,14 | 1998,FlutDo00,0,14,22,0,36,0,0,0.0,0,0,0
JAX-199812060jax,DET,14 | 1998,MartJa00,1,0,6,0,28,0,0,0.0,0,0,0
DET-199812060jax,JAX,14 | 1998,BatcCh00,0,0,0,1,24,0,0,0.0,0,0,0
NOR-199812060nor,DAL,14 | 1998,CollKe00,1,38,41,0,26,13,13,55.7,0,0,0
DAL-199812060nor,NOR,14 | 1998,AikmTr00,0,129,129,0,32,16,16,78.0,3,3,0
NYJ-199812060nyj,SEA,14 | 1998,TestVi00,1,132,142,0,35,13,13,75.9,1,1,0
SEA-199812060nyj,NYJ,14 | 1998,KitnJo00,0,1,3,0,26,1,3,82.7,1,1,0
PIT-199812060pit,NWE,14 | 1998,StewKo00,1,20,42,0,26,16,16,75.2,4,5,0
NWE-199812060pit,PIT,14 | 1998,BledDr00,0,75,76,0,26,16,16,87.7,0,1,1
WAS-199812060was,SDG,14 | 1998,GreeTr00,1,0,1,0,28,0,1,39.6,0,0,0
SDG-199812060was,WAS,14 | 1998,WhelCr00,0,7,9,0,27,7,9,58.3,0,0,0
CRD-199812060crd,NYG,14 | 1998,PlumJa00,1,9,10,0,24,9,10,73.1,2,2,0
NYG-199812060crd,CRD,14 | 1998,GrahKe00,0,18,46,0,30,6,8,65.9,2,2,0
DEN-199812060den,KAN,14 | 1998,ElwaJo00,1,219,221,0,38,16,16,87.5,0,2,1
KAN-199812060den,DEN,14 | 1998,GannRi00,0,48,71,0,33,6,9,79.8,1,1,0
OTI-199812060oti,RAV,14 | 1998,McNaSt00,1,22,29,0,25,16,16,70.4,1,1,0
