key,opp_abbr,wy,time,surface,roof,stadium,weather,lineHit,simpleVl,month,ouHit,simpleOu
JAX-199701120nwe,NWE,20 | 1996,1,0,1,30,23|54|19,1,7.5,1,1,44.0|u
BUF-199708310buf,MIN,1 | 1997,0,1,1,90,65|80|6,0,-2.5,8,1,37.0|o
MIN-199708310buf,BUF,1 | 1997,0,1,1,90,65|80|6,0,2.5,8,1,37.0|o
CIN-199708310cin,CRD,1 | 1997,0,1,1,16,71|72|4,0,-7.5,8,1,42.5|o
CRD-199708310cin,CIN,1 | 1997,0,1,1,16,71|72|4,0,7.5,8,1,42.5|o
DET-199708310det,ATL,1 | 1997,0,1,0,80,Dome,1,-7.5,8,1,41.5|o
ATL-199708310det,DET,1 | 1997,0,1,0,80,Dome,1,7.5,8,1,41.5|o
MIA-199708310mia,CLT,1 | 1997,0,0,1,81,81|80|7,0,-6.0,8,1,40.0|u
CLT-199708310mia,MIA,1 | 1997,0,0,1,81,81|80|7,0,6.0,8,1,40.0|u
NWE-199708310nwe,SDG,1 | 1997,0,0,1,30,67|85|8,1,-6.5,8,1,42.5|o
SDG-199708310nwe,NWE,1 | 1997,0,0,1,30,67|85|8,1,6.5,8,1,42.5|o
NYG-199708310nyg,PHI,1 | 1997,0,1,1,33,75|70|10,0,3.0,8,1,38.0|o
PHI-199708310nyg,NYG,1 | 1997,0,1,1,33,75|70|10,0,-3.0,8,1,38.0|o
OTI-199708310oti,RAI,1 | 1997,0,0,1,51,81|78|8,0,3.0,8,1,39.5|o
RAI-199708310oti,OTI,1 | 1997,0,0,1,51,81|78|8,0,-3.0,8,1,39.5|o
PIT-199708310pit,DAL,1 | 1997,0,1,1,116,66|76|4,1,1.0,8,1,39.5|o
DAL-199708310pit,PIT,1 | 1997,0,1,1,116,66|76|4,1,-1.0,8,1,39.5|o
RAM-199708310ram,NOR,1 | 1997,0,1,0,112,Dome,1,-4.5,8,1,38.5|o
NOR-199708310ram,RAM,1 | 1997,0,1,0,112,Dome,1,4.5,8,1,38.5|o
DEN-199708310den,KAN,1 | 1997,1,0,1,67,70|53|14,1,-6.5,8,1,41.5|u
KAN-199708310den,DEN,1 | 1997,1,0,1,67,70|53|14,1,6.5,8,1,41.5|u
RAV-199708310rav,JAX,1 | 1997,1,0,1,60,71|79|5,0,3.0,8,1,43.0|o
JAX-199708310rav,RAV,1 | 1997,1,0,1,60,71|79|5,0,-3.0,8,1,43.0|o
SEA-199708310sea,NYJ,1 | 1997,1,1,0,99,Dome,0,-6.5,8,1,42.0|o
NYJ-199708310sea,SEA,1 | 1997,1,1,0,99,Dome,0,6.5,8,1,42.0|o
TAM-199708310tam,SFO,1 | 1997,1,0,1,39,82|71|5,0,6.5,8,1,37.0|u
SFO-199708310tam,TAM,1 | 1997,1,0,1,39,82|71|5,0,-6.5,8,1,37.0|u
CAR-199708310car,WAS,1 | 1997,2,0,1,25,78|74|3,0,-3.5,8,1,38.0|u
WAS-199708310car,CAR,1 | 1997,2,0,1,25,78|74|3,0,3.5,8,1,38.0|u
GNB-199709010gnb,CHI,1 | 1997,2,0,1,49,69|82|8,0,-14.0,9,1,42.0|o
CHI-199709010gnb,GNB,1 | 1997,2,0,1,49,69|82|8,0,14.0,9,1,42.0|o
ATL-199709070atl,CAR,2 | 1997,0,1,0,32,Dome,0,3.5,9,1,38.5|u
CAR-199709070atl,ATL,2 | 1997,0,1,0,32,Dome,0,-3.5,9,1,38.5|u
CHI-199709070chi,MIN,2 | 1997,0,0,1,102,69|81|9,1,1.0,9,1,42.0|o
MIN-199709070chi,CHI,2 | 1997,0,0,1,102,69|81|9,1,-1.0,9,1,42.0|o
CLT-199709070clt,NWE,2 | 1997,0,1,0,84,Dome,1,4.5,9,1,43.0|u
NWE-199709070clt,CLT,2 | 1997,0,1,0,84,Dome,1,-4.5,9,1,43.0|u
DET-199709070det,TAM,2 | 1997,0,1,0,80,Dome,0,-5.0,9,1,40.0|o
TAM-199709070det,DET,2 | 1997,0,1,0,80,Dome,0,5.0,9,1,40.0|o
MIA-199709070mia,OTI,2 | 1997,0,0,1,81,81|71|11,0,-6.5,9,1,40.0|u
OTI-199709070mia,MIA,2 | 1997,0,0,1,81,81|71|11,0,6.5,9,1,40.0|u
NOR-199709070nor,SDG,2 | 1997,0,1,0,54,Dome,0,-2.0,9,1,40.0|u
SDG-199709070nor,NOR,2 | 1997,0,1,0,54,Dome,0,2.0,9,1,40.0|u
NYJ-199709070nyj,BUF,2 | 1997,0,1,1,33,73|61|9,0,-4.5,9,1,41.0|o
BUF-199709070nyj,NYJ,2 | 1997,0,1,1,33,73|61|9,0,4.5,9,1,41.0|o
PIT-199709070pit,WAS,2 | 1997,0,1,1,116,67|71|8,0,-3.5,9,1,40.5|u
WAS-199709070pit,PIT,2 | 1997,0,1,1,116,67|71|8,0,3.5,9,1,40.5|u
RAM-199709070ram,SFO,2 | 1997,0,1,0,112,Dome,0,5.0,9,1,40.5|u
SFO-199709070ram,RAM,2 | 1997,0,1,0,112,Dome,0,-5.0,9,1,40.5|u
RAV-199709070rav,CIN,2 | 1997,0,0,1,60,71|68|7,0,1.5,9,1,47.0|u
CIN-199709070rav,RAV,2 | 1997,0,0,1,60,71|68|7,0,-1.5,9,1,47.0|u
JAX-199709070jax,NYG,2 | 1997,1,0,1,5,79|66|10,1,-5.5,9,1,42.0|o
NYG-199709070jax,JAX,2 | 1997,1,0,1,5,79|66|10,1,5.5,9,1,42.0|o
PHI-199709070phi,GNB,2 | 1997,1,1,1,123,70|69|8,0,7.5,9,1,43.0|u
GNB-199709070phi,PHI,2 | 1997,1,1,1,123,70|69|8,0,-7.5,9,1,43.0|u
SEA-199709070sea,DEN,2 | 1997,1,1,0,99,Dome,1,4.5,9,1,42.0|o
DEN-199709070sea,SEA,2 | 1997,1,1,0,99,Dome,1,-4.5,9,1,42.0|o
CRD-199709070crd,DAL,2 | 1997,2,0,1,108,89|48|5,0,9.5,9,1,41.5|o
DAL-199709070crd,CRD,2 | 1997,2,0,1,108,89|48|5,0,-9.5,9,1,41.5|o
RAI-199709080rai,KAN,2 | 1997,2,0,1,76,67|68|11,0,-4.5,9,1,40.5|o
KAN-199709080rai,RAI,2 | 1997,2,0,1,76,67|68|11,0,4.5,9,1,40.5|o
ATL-199709140atl,RAI,3 | 1997,0,1,0,32,Dome,1,2.5,9,1,40.0|o
RAI-199709140atl,ATL,3 | 1997,0,1,0,32,Dome,1,-2.5,9,1,40.0|o
CHI-199709140chi,DET,3 | 1997,0,0,1,102,69|75|6,0,-2.5,9,1,41.0|u
DET-199709140chi,CHI,3 | 1997,0,0,1,102,69|75|6,0,2.5,9,1,41.0|u
GNB-199709140gnb,MIA,3 | 1997,0,0,1,49,66|86|6,0,-11.0,9,0,41.0|p
MIA-199709140gnb,GNB,3 | 1997,0,0,1,49,66|86|6,0,11.0,9,0,41.0|p
KAN-199709140kan,BUF,3 | 1997,0,0,1,7,72|80|6,1,-4.5,9,1,40.0|u
BUF-199709140kan,KAN,3 | 1997,0,0,1,7,72|80|6,1,4.5,9,1,40.0|u
MIN-199709140min,TAM,3 | 1997,0,1,0,41,Dome,0,-4.5,9,1,38.0|o
TAM-199709140min,MIN,3 | 1997,0,1,0,41,Dome,0,4.5,9,1,38.0|o
NYG-199709140nyg,RAV,3 | 1997,0,1,1,33,72|68|9,0,-2.5,9,1,44.0|o
RAV-199709140nyg,NYG,3 | 1997,0,1,1,33,72|68|9,0,2.5,9,1,44.0|o
WAS-199709140was,CRD,3 | 1997,0,0,1,44,71|65|7,0,-8.0,9,1,41.0|u
CRD-199709140was,WAS,3 | 1997,0,0,1,44,71|65|7,0,8.0,9,1,41.0|u
CLT-199709140clt,SEA,3 | 1997,1,1,0,84,Dome,0,-2.5,9,1,40.0|u
SEA-199709140clt,CLT,3 | 1997,1,1,0,84,Dome,0,2.5,9,1,40.0|u
DEN-199709140den,RAM,3 | 1997,1,0,1,67,71|42|11,1,-13.0,9,1,43.0|o
RAM-199709140den,DEN,3 | 1997,1,0,1,67,71|42|11,1,13.0,9,1,43.0|o
SDG-199709140sdg,CAR,3 | 1997,1,0,1,82,74|71|7,0,0.0,9,1,36.5|u
CAR-199709140sdg,SDG,3 | 1997,1,0,1,82,74|71|7,0,0.0,9,1,36.5|u
SFO-199709140sfo,NOR,3 | 1997,1,0,1,0,68|76|13,1,-8.0,9,1,36.5|o
NOR-199709140sfo,SFO,3 | 1997,1,0,1,0,68|76|13,1,8.0,9,1,36.5|o
NWE-199709140nwe,NYJ,3 | 1997,2,0,1,30,63|93|7,0,-10.0,9,1,44.5|o
NYJ-199709140nwe,NWE,3 | 1997,2,0,1,30,63|93|7,0,10.0,9,1,44.5|o
DAL-199709150dal,PHI,3 | 1997,2,1,1,114,86|57|10,0,-9.0,9,1,41.5|u
PHI-199709150dal,DAL,3 | 1997,2,1,1,114,86|57|10,0,9.0,9,1,41.5|u
CAR-199709210car,KAN,4 | 1997,0,0,1,25,75|52|10,0,-4.5,9,1,37.5|o
KAN-199709210car,CAR,4 | 1997,0,0,1,25,75|52|10,0,4.5,9,1,37.5|o
GNB-199709210gnb,MIN,4 | 1997,0,0,1,49,50|73|8,0,-11.0,9,1,43.5|o
MIN-199709210gnb,GNB,4 | 1997,0,0,1,49,50|73|8,0,11.0,9,1,43.5|o
NOR-199709210nor,DET,4 | 1997,0,1,0,54,Dome,0,5.5,9,1,39.5|o
DET-199709210nor,NOR,4 | 1997,0,1,0,54,Dome,0,-5.5,9,1,39.5|o
NWE-199709210nwe,CHI,4 | 1997,0,0,1,30,56|61|17,1,-13.0,9,1,45.0|u
CHI-199709210nwe,NWE,4 | 1997,0,0,1,30,56|61|17,1,13.0,9,1,45.0|u
NYJ-199709210nyj,RAI,4 | 1997,0,1,1,33,60|56|19,0,0.0,9,0,45.0|p
RAI-199709210nyj,NYJ,4 | 1997,0,1,1,33,60|56|19,0,0.0,9,0,45.0|p
OTI-199709210oti,RAV,4 | 1997,0,0,1,51,71|74|13,0,-4.5,9,1,43.5|o
RAV-199709210oti,OTI,4 | 1997,0,0,1,51,71|74|13,0,4.5,9,1,43.5|o
BUF-199709210buf,CLT,4 | 1997,1,1,1,90,51|66|9,0,-6.0,9,1,37.5|o
CLT-199709210buf,BUF,4 | 1997,1,1,1,90,51|66|9,0,6.0,9,1,37.5|o
DEN-199709210den,CIN,4 | 1997,1,0,1,67,51|82|9,1,-12.0,9,1,45.0|o
CIN-199709210den,DEN,4 | 1997,1,0,1,67,51|82|9,1,12.0,9,1,45.0|o
RAM-199709210ram,NYG,4 | 1997,1,1,0,112,Dome,1,-3.5,9,1,42.0|u
NYG-199709210ram,RAM,4 | 1997,1,1,0,112,Dome,1,3.5,9,1,42.0|u
SEA-199709210sea,SDG,4 | 1997,1,1,0,99,Dome,0,-4.5,9,1,41.0|o
SDG-199709210sea,SEA,4 | 1997,1,1,0,99,Dome,0,4.5,9,1,41.0|o
SFO-199709210sfo,ATL,4 | 1997,1,0,1,0,66|70|15,1,-15.0,9,1,38.5|o
ATL-199709210sfo,SFO,4 | 1997,1,0,1,0,66|70|15,1,15.0,9,1,38.5|o
TAM-199709210tam,MIA,4 | 1997,2,0,1,39,84|64|5,1,-3.5,9,1,36.5|o
MIA-199709210tam,TAM,4 | 1997,2,0,1,39,84|64|5,1,3.5,9,1,36.5|o
JAX-199709220jax,PIT,4 | 1997,2,0,1,5,82|74|8,1,-3.0,9,1,40.5|o
PIT-199709220jax,JAX,4 | 1997,2,0,1,5,82|74|8,1,3.0,9,1,40.5|o
ATL-199709280atl,DEN,5 | 1997,0,1,0,32,Dome,0,11.0,9,1,42.0|o
DEN-199709280atl,ATL,5 | 1997,0,1,0,32,Dome,0,-11.0,9,1,42.0|o
DET-199709280det,GNB,5 | 1997,0,1,0,80,Dome,0,7.5,9,1,44.5|u
GNB-199709280det,DET,5 | 1997,0,1,0,80,Dome,0,-7.5,9,1,44.5|u
NYG-199709280nyg,NOR,5 | 1997,0,1,1,33,63|79|13,0,-5.0,9,1,39.5|u
NOR-199709280nyg,NYG,5 | 1997,0,1,1,33,63|79|13,0,5.0,9,1,39.5|u
PIT-199709280pit,OTI,5 | 1997,0,1,1,116,60|81|8,1,-6.0,9,1,41.0|o
OTI-199709280pit,PIT,5 | 1997,0,1,1,116,60|81|8,1,6.0,9,1,41.0|o
TAM-199709280tam,CRD,5 | 1997,0,0,1,39,81|77|11,0,-7.5,9,1,38.0|u
CRD-199709280tam,TAM,5 | 1997,0,0,1,39,81|77|11,0,7.5,9,1,38.0|u
WAS-199709280was,JAX,5 | 1997,0,0,1,44,64|85|14,1,-1.0,9,1,43.5|u
JAX-199709280was,WAS,5 | 1997,0,0,1,44,64|85|14,1,1.0,9,1,43.5|u
CIN-199709280cin,NYJ,5 | 1997,1,1,1,16,66|67|12,0,-4.0,9,1,45.5|u
NYJ-199709280cin,CIN,5 | 1997,1,1,1,16,66|67|12,0,4.0,9,1,45.5|u
DAL-199709280dal,CHI,5 | 1997,1,1,1,114,78|49|10,1,-14.0,9,1,41.5|u
CHI-199709280dal,DAL,5 | 1997,1,1,1,114,78|49|10,1,14.0,9,1,41.5|u
KAN-199709280kan,SEA,5 | 1997,1,0,1,7,67|56|11,0,-4.5,9,1,40.5|u
SEA-199709280kan,KAN,5 | 1997,1,0,1,7,67|56|11,0,4.5,9,1,40.5|u
RAI-199709280rai,RAM,5 | 1997,1,0,1,76,72|48|8,1,-7.0,9,1,43.5|o
RAM-199709280rai,RAI,5 | 1997,1,0,1,76,72|48|8,1,7.0,9,1,43.5|o
SDG-199709280sdg,RAV,5 | 1997,1,0,1,82,73|83|6,1,-1.5,9,1,44.5|u
RAV-199709280sdg,SDG,5 | 1997,1,0,1,82,73|83|6,1,1.5,9,1,44.5|u
MIN-199709280min,PHI,5 | 1997,2,1,0,41,Dome,1,-2.5,9,1,43.0|o
PHI-199709280min,MIN,5 | 1997,2,1,0,41,Dome,1,2.5,9,1,43.0|o
CAR-199709290car,SFO,5 | 1997,2,0,1,25,69|66|11,1,3.5,9,1,39.0|o
SFO-199709290car,CAR,5 | 1997,2,0,1,25,69|66|11,1,-3.5,9,1,39.0|o
BUF-199710050buf,DET,6 | 1997,0,1,1,90,65|84|12,1,-3.5,10,1,41.0|u
DET-199710050buf,BUF,6 | 1997,0,1,1,90,65|84|12,1,3.5,10,1,41.0|u
GNB-199710050gnb,TAM,6 | 1997,0,0,1,49,62|70|13,0,-7.0,10,1,39.5|u
TAM-199710050gnb,GNB,6 | 1997,0,0,1,49,62|70|13,0,7.0,10,1,39.5|u
JAX-199710050jax,CIN,6 | 1997,0,0,1,5,79|69|11,1,-7.0,10,1,45.0|u
CIN-199710050jax,JAX,6 | 1997,0,0,1,5,79|69|11,1,7.0,10,1,45.0|u
MIA-199710050mia,KAN,6 | 1997,0,0,1,81,82|66|13,0,-3.0,10,1,40.0|u
KAN-199710050mia,MIA,6 | 1997,0,0,1,81,82|66|13,0,3.0,10,1,40.0|u
NYG-199710050nyg,DAL,6 | 1997,0,1,1,33,69|80|8,0,7.5,10,1,39.0|u
DAL-199710050nyg,NYG,6 | 1997,0,1,1,33,69|80|8,0,-7.5,10,1,39.0|u
PHI-199710050phi,WAS,6 | 1997,0,1,1,123,68|74|7,1,-3.5,10,1,41.5|u
WAS-199710050phi,PHI,6 | 1997,0,1,1,123,68|74|7,1,3.5,10,1,41.5|u
RAV-199710050rav,PIT,6 | 1997,0,0,1,60,68|73|5,1,2.0,10,1,43.5|o
PIT-199710050rav,RAV,6 | 1997,0,0,1,60,68|73|5,1,-2.0,10,1,43.5|o
CLT-199710050clt,NYJ,6 | 1997,1,1,0,84,Dome,1,3.0,10,1,42.0|u
NYJ-199710050clt,CLT,6 | 1997,1,1,0,84,Dome,1,-3.0,10,1,42.0|u
CRD-199710050crd,MIN,6 | 1997,1,0,1,108,86|35|6,0,1.0,10,1,41.0|u
MIN-199710050crd,CRD,6 | 1997,1,0,1,108,86|35|6,0,-1.0,10,1,41.0|u
RAI-199710050rai,SDG,6 | 1997,1,0,1,76,67|56|10,0,-7.0,10,1,45.0|u
SDG-199710050rai,RAI,6 | 1997,1,0,1,76,67|56|10,0,7.0,10,1,45.0|u
SEA-199710050sea,OTI,6 | 1997,1,1,0,99,Dome,0,-5.5,10,1,42.5|u
OTI-199710050sea,SEA,6 | 1997,1,1,0,99,Dome,0,5.5,10,1,42.5|u
CHI-199710050chi,NOR,6 | 1997,2,0,1,102,68|70|13,0,-3.0,10,1,38.0|u
NOR-199710050chi,CHI,6 | 1997,2,0,1,102,68|70|13,0,3.0,10,1,38.0|u
DEN-199710060den,NWE,6 | 1997,2,0,1,67,59|30|10,1,-4.0,10,1,45.0|o
NWE-199710060den,DEN,6 | 1997,2,0,1,67,59|30|10,1,4.0,10,1,45.0|o
CHI-199710120chi,GNB,7 | 1997,0,0,1,102,68|53|15,0,11.5,10,1,41.0|o
GNB-199710120chi,CHI,7 | 1997,0,0,1,102,68|53|15,0,-11.5,10,1,41.0|o
JAX-199710120jax,PHI,7 | 1997,0,0,1,5,77|75|11,1,-3.0,10,1,42.0|o
PHI-199710120jax,JAX,7 | 1997,0,0,1,5,77|75|11,1,3.0,10,1,42.0|o
NOR-199710120nor,ATL,7 | 1997,0,1,0,54,Dome,0,-2.0,10,1,38.0|o
ATL-199710120nor,NOR,7 | 1997,0,1,0,54,Dome,0,2.0,10,1,38.0|o
NWE-199710120nwe,BUF,7 | 1997,0,0,1,30,53|58|9,1,-9.0,10,1,42.0|u
BUF-199710120nwe,NWE,7 | 1997,0,0,1,30,53|58|9,1,9.0,10,1,42.0|u
NYJ-199710120nyj,MIA,7 | 1997,0,1,1,33,60|47|8,0,-3.5,10,1,42.5|o
MIA-199710120nyj,NYJ,7 | 1997,0,1,1,33,60|47|8,0,3.5,10,1,42.5|o
OTI-199710120oti,CIN,7 | 1997,0,0,1,51,74|64|12,1,-2.5,10,1,42.5|u
CIN-199710120oti,OTI,7 | 1997,0,0,1,51,74|64|12,1,2.5,10,1,42.5|u
TAM-199710120tam,DET,7 | 1997,0,0,1,39,77|71|10,0,-5.5,10,1,39.0|u
DET-199710120tam,TAM,7 | 1997,0,0,1,39,77|71|10,0,5.5,10,1,39.0|u
CRD-199710120crd,NYG,7 | 1997,1,0,1,108,64|28|10,0,-3.5,10,1,38.5|o
NYG-199710120crd,CRD,7 | 1997,1,0,1,108,64|28|10,0,3.5,10,1,38.5|o
MIN-199710120min,CAR,7 | 1997,1,1,0,41,Dome,1,-4.0,10,1,41.0|u
CAR-199710120min,MIN,7 | 1997,1,1,0,41,Dome,1,4.0,10,1,41.0|u
SFO-199710120sfo,RAM,7 | 1997,1,0,1,0,59|63|13,1,-14.0,10,1,41.0|u
RAM-199710120sfo,SFO,7 | 1997,1,0,1,0,59|63|13,1,14.0,10,1,41.0|u
PIT-199710120pit,CLT,7 | 1997,2,1,1,116,57|66|4,0,-10.5,10,1,41.0|o
CLT-199710120pit,PIT,7 | 1997,2,1,1,116,57|66|4,0,10.5,10,1,41.0|o
WAS-199710130was,DAL,7 | 1997,2,0,1,44,65|72|8,0,3.0,10,1,39.5|u
DAL-199710130was,WAS,7 | 1997,2,0,1,44,65|72|8,0,-3.0,10,1,39.5|u
KAN-199710160kan,SDG,8 | 1997,2,0,1,7,57|69|10,1,-5.5,10,1,41.0|u
SDG-199710160kan,KAN,8 | 1997,2,0,1,7,57|69|10,1,5.5,10,1,41.0|u
ATL-199710190atl,SFO,8 | 1997,0,1,0,32,Dome,0,10.5,10,1,40.5|o
SFO-199710190atl,ATL,8 | 1997,0,1,0,32,Dome,0,-10.5,10,1,40.5|o
DAL-199710190dal,JAX,8 | 1997,0,1,1,114,66|59|10,0,-4.5,10,1,43.0|o
JAX-199710190dal,DAL,8 | 1997,0,1,1,114,66|59|10,0,4.5,10,1,43.0|o
NOR-199710190nor,CAR,8 | 1997,0,1,0,54,Dome,1,4.5,10,1,37.0|u
CAR-199710190nor,NOR,8 | 1997,0,1,0,54,Dome,1,-4.5,10,1,37.0|u
NYJ-199710190nyj,NWE,8 | 1997,0,1,1,33,54|75|13,0,3.0,10,1,45.0|u
NWE-199710190nyj,NYJ,8 | 1997,0,1,1,33,54|75|13,0,-3.0,10,1,45.0|u
OTI-199710190oti,WAS,8 | 1997,0,0,1,51,55|61|4,0,2.0,10,1,41.0|o
WAS-199710190oti,OTI,8 | 1997,0,0,1,51,55|61|4,0,-2.0,10,1,41.0|o
PHI-199710190phi,CRD,8 | 1997,0,1,1,123,55|68|13,0,-8.5,10,1,38.0|u
CRD-199710190phi,PHI,8 | 1997,0,1,1,123,55|68|13,0,8.5,10,1,38.0|u
RAM-199710190ram,SEA,8 | 1997,0,1,0,112,Dome,1,1.5,10,1,40.0|u
SEA-199710190ram,RAM,8 | 1997,0,1,0,112,Dome,1,-1.5,10,1,40.0|u
CIN-199710190cin,PIT,8 | 1997,1,1,1,16,51|66|7,1,5.0,10,1,43.0|u
PIT-199710190cin,CIN,8 | 1997,1,1,1,16,51|66|7,1,-5.0,10,1,43.0|u
DET-199710190det,NYG,8 | 1997,1,1,0,80,Dome,0,-6.5,10,1,39.0|o
NYG-199710190det,DET,8 | 1997,1,1,0,80,Dome,0,6.5,10,1,39.0|o
RAI-199710190rai,DEN,8 | 1997,1,0,1,76,60|72|12,0,5.5,10,1,46.0|o
DEN-199710190rai,RAI,8 | 1997,1,0,1,76,60|72|12,0,-5.5,10,1,46.0|o
RAV-199710190rav,MIA,8 | 1997,1,0,1,60,56|76|8,1,1.0,10,1,44.0|u
MIA-199710190rav,RAV,8 | 1997,1,0,1,60,56|76|8,1,-1.0,10,1,44.0|u
CLT-199710200clt,BUF,8 | 1997,2,1,0,84,Dome,1,2.5,10,1,38.5|u
BUF-199710200clt,CLT,8 | 1997,2,1,0,84,Dome,1,-2.5,10,1,38.5|u
BUF-199710260buf,DEN,9 | 1997,0,1,1,90,35|80|11,0,7.0,10,0,43.0|p
DEN-199710260buf,BUF,9 | 1997,0,1,1,90,35|80|11,0,-7.0,10,0,43.0|p
NOR-199710260nor,SFO,9 | 1997,0,1,0,54,Dome,1,13.5,10,1,39.0|u
SFO-199710260nor,NOR,9 | 1997,0,1,0,54,Dome,1,-13.5,10,1,39.0|u
NYG-199710260nyg,CIN,9 | 1997,0,1,1,33,46|76|12,0,-6.0,10,1,40.5|o
CIN-199710260nyg,NYG,9 | 1997,0,1,1,33,46|76|12,0,6.0,10,1,40.5|o
PHI-199710260phi,DAL,9 | 1997,0,1,1,123,48|74|10,0,1.0,10,1,41.0|u
DAL-199710260phi,PHI,9 | 1997,0,1,1,123,48|74|10,0,-1.0,10,1,41.0|u
RAM-199710260ram,KAN,9 | 1997,0,1,0,112,Dome,1,5.5,10,1,39.0|o
KAN-199710260ram,RAM,9 | 1997,0,1,0,112,Dome,1,-5.5,10,1,39.0|o
WAS-199710260was,RAV,9 | 1997,0,0,1,44,50|86|11,0,-6.5,10,1,44.5|u
RAV-199710260was,WAS,9 | 1997,0,0,1,44,50|86|11,0,6.5,10,1,44.5|u
CRD-199710260crd,OTI,9 | 1997,1,0,1,108,62|22|7,0,-2.0,10,1,38.0|o
OTI-199710260crd,CRD,9 | 1997,1,0,1,108,62|22|7,0,2.0,10,1,38.0|o
PIT-199710260pit,JAX,9 | 1997,1,1,1,116,46|83|11,1,-3.0,10,1,44.5|u
JAX-199710260pit,PIT,9 | 1997,1,1,1,116,46|83|11,1,3.0,10,1,44.5|u
SDG-199710260sdg,CLT,9 | 1997,1,0,1,82,66|31|7,1,-5.5,10,1,38.0|o
CLT-199710260sdg,SDG,9 | 1997,1,0,1,82,66|31|7,1,5.5,10,1,38.0|o
SEA-199710260sea,RAI,9 | 1997,1,1,0,99,Dome,1,-1.5,10,1,44.0|o
RAI-199710260sea,SEA,9 | 1997,1,1,0,99,Dome,1,1.5,10,1,44.0|o
TAM-199710260tam,MIN,9 | 1997,1,0,1,39,78|89|9,0,-2.5,10,1,40.0|u
MIN-199710260tam,TAM,9 | 1997,1,0,1,39,78|89|9,0,2.5,10,1,40.0|u
CAR-199710260car,ATL,9 | 1997,2,0,1,25,63|94|8,1,-8.5,10,1,38.0|u
ATL-199710260car,CAR,9 | 1997,2,0,1,25,63|94|8,1,8.5,10,1,38.0|u
MIA-199710270mia,CHI,9 | 1997,2,0,1,81,82|78|11,0,-9.5,10,1,40.0|o
CHI-199710270mia,MIA,9 | 1997,2,0,1,81,82|78|11,0,9.5,10,1,40.0|o
NWE-199710270nwe,GNB,9 | 1997,2,0,1,30,48|87|20,0,-1.0,10,1,45.0|u
GNB-199710270nwe,NWE,9 | 1997,2,0,1,30,48|87|20,0,1.0,10,1,45.0|u
ATL-199711020atl,RAM,10 | 1997,0,1,0,32,Dome,0,-3.0,11,1,40.5|o
RAM-199711020atl,ATL,10 | 1997,0,1,0,32,Dome,0,3.0,11,1,40.5|o
BUF-199711020buf,MIA,10 | 1997,0,1,1,90,51|91|14,1,-2.0,11,1,40.5|u
MIA-199711020buf,BUF,10 | 1997,0,1,1,90,51|91|14,1,2.0,11,1,40.5|u
CAR-199711020car,RAI,10 | 1997,0,0,1,25,60|67|12,1,-2.5,11,1,43.0|o
RAI-199711020car,CAR,10 | 1997,0,0,1,25,60|67|12,1,2.5,11,1,43.0|o
CHI-199711020chi,WAS,10 | 1997,0,0,1,102,42|71|14,1,3.0,11,1,40.0|u
WAS-199711020chi,CHI,10 | 1997,0,0,1,102,42|71|14,1,-3.0,11,1,40.0|u
CIN-199711020cin,SDG,10 | 1997,0,1,1,16,46|79|13,0,1.5,11,1,43.0|o
SDG-199711020cin,CIN,10 | 1997,0,1,1,16,46|79|13,0,-1.5,11,1,43.0|o
CLT-199711020clt,TAM,10 | 1997,0,1,0,84,Dome,0,4.5,11,1,37.0|o
TAM-199711020clt,CLT,10 | 1997,0,1,0,84,Dome,0,-4.5,11,1,37.0|o
MIN-199711020min,NWE,10 | 1997,0,1,0,41,Dome,1,-1.0,11,1,44.0|u
NWE-199711020min,MIN,10 | 1997,0,1,0,41,Dome,1,1.0,11,1,44.0|u
NYJ-199711020nyj,RAV,10 | 1997,0,1,1,33,60|93|14,0,-5.5,11,1,46.0|u
RAV-199711020nyj,NYJ,10 | 1997,0,1,1,33,60|93|14,0,5.5,11,1,46.0|u
CRD-199711020crd,PHI,10 | 1997,1,0,1,108,73|31|3,0,4.5,11,1,37.0|o
PHI-199711020crd,CRD,10 | 1997,1,0,1,108,73|31|3,0,-4.5,11,1,37.0|o
DEN-199711020den,SEA,10 | 1997,1,0,1,67,38|48|16,0,-9.5,11,1,44.0|o
SEA-199711020den,DEN,10 | 1997,1,0,1,67,38|48|16,0,9.5,11,1,44.0|o
OTI-199711020oti,JAX,10 | 1997,1,0,1,51,55|56|16,1,1.0,11,1,43.5|o
JAX-199711020oti,OTI,10 | 1997,1,0,1,51,55|56|16,1,-1.0,11,1,43.5|o
SFO-199711020sfo,DAL,10 | 1997,1,0,1,0,65|73|5,0,-7.0,11,1,41.0|u
DAL-199711020sfo,SFO,10 | 1997,1,0,1,0,65|73|5,0,7.0,11,1,41.0|u
GNB-199711020gnb,DET,10 | 1997,2,0,1,49,39|78|12,0,-10.0,11,1,43.0|u
DET-199711020gnb,GNB,10 | 1997,2,0,1,49,39|78|12,0,10.0,11,1,43.0|u
KAN-199711030kan,PIT,10 | 1997,2,0,1,7,36|73|16,0,-3.0,11,1,41.5|u
PIT-199711030kan,KAN,10 | 1997,2,0,1,7,36|73|16,0,3.0,11,1,41.5|u
ATL-199711090atl,TAM,11 | 1997,0,1,0,32,Dome,1,3.0,11,1,40.0|o
TAM-199711090atl,ATL,11 | 1997,0,1,0,32,Dome,1,-3.0,11,1,40.0|o
