key,opp_abbr,wy,p_id,last5_completed_passes,last5_attempted_passes,last5_passing_yards,last5_passing_touchdowns,last5_interceptions_thrown,last5_times_sacked,last5_yards_lost_from_sacks,last5_longest_pass,last5_quarterback_rating,last5_rush_attempts,last5_rush_yards,last5_rush_touchdowns,last5_longest_rush,last5_isHome,last5_completion_percentage,last5_td_percentage,last5_interception_percentage,last5_yards_per_attempt,last5_adjusted_yards_per_attempt,last5_yards_per_completion,last5_sack_percentage,last5_net_gained_per_pass_attempt,last5_adjusted_net_yards_per_pass_attempt,last5_rush_yards_per_attempt
RAV-199911280rav,JAX,12 | 1999,BankTo00,13.8,26.8,134.8,0.8,0.4,3.2,19.8,30.2,68.84,2.4,14.2,0.0,7.4,0.4,51.8,2.388,1.088,4.8420000000000005,4.83,9.294,9.282,3.82,3.81,5.516
JAX-199911280rav,RAV,12 | 1999,BrunMa00,15.2,24.8,185.2,1.4,0.2,2.4,15.2,33.0,99.58,2.0,12.6,0.0,10.2,0.6,61.04,5.662000000000001,0.666,7.331999999999999,8.164,12.226,7.625999999999999,6.298,7.081999999999999,6.4
BUF-199911280buf,NWE,12 | 1999,FlutDo00,18.0,34.4,207.4,1.4,1.4,1.8,14.8,37.0,76.08000000000001,5.8,35.0,0.0,16.2,0.2,54.146,4.618,3.3,6.540000000000001,5.978,11.95,4.35,5.964,5.454000000000001,6.7780000000000005
NWE-199911280buf,BUF,12 | 1999,BledDr00,14.8,30.0,217.2,1.6,1.8,3.6,22.4,54.0,75.58000000000001,1.6,5.6,0.0,3.2,0.6,51.148,5.892,5.164,7.831999999999999,6.686,14.828,11.476,6.098000000000001,4.99,2.532
CLE-199911280cle,OTI,12 | 1999,CoucTi00,17.8,30.8,178.6,1.2,1.2,2.6,16.6,34.2,74.1,3.2,18.6,0.0,15.4,0.4,56.61600000000001,5.0200000000000005,3.536,6.046,5.462,10.456,8.848,4.909999999999999,4.34,7.884
OTI-199911280cle,CLE,12 | 1999,McNaSt00,16.4,30.8,196.8,1.0,1.0,1.6,7.0,37.4,71.78,8.0,26.0,1.0,10.6,0.6,52.936,3.256,2.822,6.36,5.74,11.818,4.352,5.876,5.3,3.402
RAM-199911280ram,NOR,12 | 1999,WarnKu00,23.6,37.2,264.2,2.4,0.8,2.8,18.2,45.6,99.04,1.6,12.4,0.0,11.0,0.4,64.478,6.68,2.1420000000000003,7.242,7.614,11.286,6.11,6.453999999999999,6.804,5.534000000000001
NOR-199911280ram,RAM,12 | 1999,HobeBi00,9.8,17.2,114.4,1.0,0.8,0.6,5.8,39.0,75.94,1.2,5.8,0.2,4.4,0.4,57.172,5.272,4.8420000000000005,6.6,5.476,11.23,4.0,5.909999999999999,4.766,4.0
NYG-199911280nyg,CRD,12 | 1999,CollKe00,9.8,18.0,115.2,0.0,0.8,1.4,11.2,26.0,49.3,2.0,3.6,0.0,2.6,0.6,48.584,0.0,6.002,6.244000000000001,3.5420000000000003,12.418,6.7700000000000005,5.366,2.806,0.8
CRD-199911280nyg,NYG,12 | 1999,PlumJa00,13.6,26.6,130.8,0.4,2.2,2.6,15.8,27.8,44.5,2.6,9.0,0.2,5.6,0.6,52.284000000000006,1.658,7.81,5.14,1.956,9.674,9.074000000000002,4.054,1.096,2.6
MIN-199911280min,SDG,12 | 1999,GeorJe00,16.8,28.6,254.8,2.6,0.8,2.4,17.4,54.0,106.14,1.4,2.0,0.0,1.4,0.4,61.802,10.22,3.5,10.01,10.478,15.734,8.466,8.482000000000001,8.92,0.24
SDG-199911280min,MIN,12 | 1999,HarbJi00,19.4,33.8,192.8,1.0,1.4,2.6,14.6,32.8,63.06,1.6,6.0,0.0,5.0,0.6,55.044,2.52,5.382000000000001,5.558,3.638,10.19,7.568,4.74,3.016,3.034
SEA-199911280sea,TAM,12 | 1999,KitnJo00,14.6,27.4,211.4,2.2,0.8,1.2,8.0,36.0,94.72,3.8,4.0,0.0,4.2,0.6,54.438,8.442,2.918,7.611999999999999,7.986,14.246,4.712000000000001,6.932,7.278,0.634
TAM-199911280sea,SEA,12 | 1999,DilfTr00,15.8,26.2,174.0,1.2,1.0,1.6,10.8,40.0,83.88000000000001,3.4,22.0,0.0,16.0,0.6,61.42999999999999,5.252000000000001,3.694,6.928,6.316000000000001,10.984,5.523999999999999,6.258000000000001,5.706,5.789999999999999
RAI-199911280rai,KAN,12 | 1999,GannRi00,16.6,31.8,222.6,1.6,0.6,3.0,15.0,34.8,84.92,3.6,25.8,0.0,15.2,0.6,53.832,5.2940000000000005,1.6939999999999995,7.140000000000001,7.438000000000001,13.922,8.814,6.124,6.448,5.128
